"ID","9","18"
"STRINGS.#0.TEXT_TOOLTIP_LOW_PASS_FILTERING","Enables low pass filtering","로우 패스 필터링을 활성화합니다"
"STRINGS.#0.TEXT_COMMAND_SELL_OBJECT","Toggle the Raze Structure Mode Cursor","건물 판매 모드 커서 표시"
"STRINGS.#0.TEXT_ACHIEVEMENT_TANKS_A_LOT_DESC","Collectively build 500 tanks across all sessions between Tiberian Dawn and Red Alert","Collectively build 500 tanks across all sessions between Tiberian Dawn and Red Alert"
"STRINGS.#0.TEXT_COMMAND_RA_CAPTURED_SOVIET_BUILD_STRUCTURE_TECHNOLOGY_CENTER","Captured Soviet Structure - Tech Center","Captured Soviet Structure - Tech Center"
"STRINGS.#0.TEXT_COMMAND_RA_ALLIED_BUILD_UNIT_RIFLE_INFANTRY","Allied Infantry - Rifle Infantry","Allied Infantry - Rifle Infantry"
"STRINGS.#0.TEXT_TTS_HOVER_BUTTON","##0 button","##0 button"
"STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_164","corner of this region. Allied and","corner of this region. Allied and"
"STRINGS.#0.TEXT_SFX_RAC_SFX_MISNLST1","Mission failed.","Mission failed."
"STRINGS.#0.TEXT_COVERT_GDI_CAMPAIGN_2_DESC","Nod is attempting to rebuild their Temple with its Nuclear missile. Establish a base and wait for contact with Agent Delphi. He will show you the best way to their base. Use everything at your disposal to stop The Brotherhood.","Nod is attempting to rebuild their Temple with its Nuclear missile. Establish a base and wait for contact with Agent Delphi. He will show you the best way to their base. Use everything at your disposal to stop The Brotherhood."
"STRINGS.#0.TEXT_COMMAND_RA_SOVIET_BUILD_STRUCTURE_SUBMARINE_PEN","Soviet Structure - Submarine Pen","Soviet Structure - Submarine Pen"
"STRINGS.#0.TEXT_NAME_MP_K3_CENTRAL_CONFLICT_EXTREME","Central Conflict Extreme (Mega)","Central Conflict Extreme (Mega)"
"STRINGS.#0.TEXT_COMMAND_UI_HOTKEY_0","Interface Command 1","인터페이스 명령 1"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_1001_TITLE","TANK BATTLE: AN UNRELEASED TRACK","TANK BATTLE: AN UNRELEASED TRACK"
"STRINGS.#0.TEXT_NAME_MP_H8_GOLD_RUSH","Gold Rush","Gold Rush"
"STRINGS.#0.TEXT_COMPLETION_STATUS_UNLOCKED","(Unlocked)","(잠금 해제됨)"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_15_TITLE","SHEPPARD QUESTIONED ON THE PODIUM","SHEPPARD QUESTIONED ON THE PODIUM"
"STRINGS.#0.TEXT_SFX_RAR_SFX_FIREPO1","Unit firepower upgraded.","Unit firepower upgraded."
"STRINGS.#0.TEXT_GAME_SETTINGS_SHOW_UNITS_SILHOUETTES","Show Unit Silhouettes Behind Objects","개체 뒤에 유닛 실루엣을 표시합니다"
"STRINGS.#0.TEXT_MULTIPLAYER_OPEN_SLOT","OPEN SLOT","열린 슬롯"
"STRINGS.#0.TEXT_GDI_EVACUATE_MOBIUS_B_DESC","A GDI base is under siege in this region. Dr. Mobius is trapped in the base. Move in, grab Mobius, and then a transport helicopter will be sent to you. Get Mobius into the transport. Make sure that there are no SAM sites in the area or else the transports will be useless.","A GDI base is under siege in this region. Dr. Mobius is trapped in the base. Move in, grab Mobius, and then a transport helicopter will be sent to you. Get Mobius into the transport. Make sure that there are no SAM sites in the area or else the transports will be useless."
"STRINGS.#0.TEXT_CONTROLS_CAMERA02_KEYS","Left-Click Minimap Location","미니맵 위치를 왼쪽 클릭"
"STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_183","Location of control center is in the","Location of control center is in the"
"STRINGS.#0.TEXT_COMPLETION_STATUS_FAILED","(Failed)","(실패)"
"STRINGS.#0.TEXT_COMMAND_RA_CAPTURED_SOVIET_BUILD_STRUCTURE_FORWARD_COMMAND_POST","Captured Soviet Structure - Forward Command Post","Captured Soviet Structure - Forward Command Post"
"STRINGS.#0.TEXT_SFX_TDC_SFX_NEWSPACEBAR","Press spacebar, to toggle battle-control resolution.","Press spacebar, to toggle battle-control resolution."
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_801_INFO","GDI X16-Y42 (GDI 1) Mission Briefing comparison between original VS. remastered video. Experiments were run for several months to find the best way to improve the overall quality of the source material.","GDI X16-Y42 (GDI 1) Mission Briefing comparison between original VS. remastered video. Experiments were run for several months to find the best way to improve the overall quality of the source material."
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_69_LOCK","COMPLETE Any Soviet Mission 06","COMPLETE Any Soviet Mission 06"
"STRINGS.#0.TEXT_MULTIPLAYER_DETAILS_UNIT_COUNT_0","None","None"
"STRINGS.#0.TEXT_TD_TUTORIAL_MESSAGE_25","Use Engineer to gain access to the Orca.","Use Engineer to gain access to the Orca."
"STRINGS.#0.TEXT_NUMBER_FORMAT","##0","##0"
"STRINGS.#0.TEXT_NAME_ALLIED_CAMPAIGN7","Sunken Treasure","Sunken Treasure"
"STRINGS.#0.TEXT_OBSERVER_MODE_OBSERVERS","OBSERVERS","참관자"
"STRINGS.#0.TEXT_STRUCTURE_TITLE_GDI_REPAIR_FACILITY","Repair Facility","Repair Facility"
"STRINGS.#0.TEXT_HEALTH_BARS_ALWAYS_ON","ALWAYS ON","항상 켜짐"
"STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_139","They are getting too demanding!","They are getting too demanding!"
"STRINGS.#0.TEXT_CONTROLS_UNBINDABLE07_KEYS","Ctrl + A","Ctrl + A"
"STRINGS.#0.TEXT_COMMAND_RA_ALLIED_BUILD_UNIT_GUNBOAT","Allied Vehicle - Gunboat","Allied Vehicle - Gunboat"
"STRINGS.#0.TEXT_ACHIEVEMENT_TIME_IS_CONCEPT_DESC","Complete the Aftermath missions","Complete the Aftermath missions"
"STRINGS.#0.TEXT_SFX_RAC_SFX_THANKU1","Thank you.","Thank you."
"STRINGS.#0.TEXT_COMMAND_UNLOAD_TRANSPORT_AT_POINT","Unload transport at location","지정 장소에 내리기"
"STRINGS.#0.TEXT_MUSIC_RAR_MUS_FOGGER","Fogger (Remastered)","Fogger (Remastered)"
"STRINGS.#0.TEXT_WORKSHOP_FFA","FFA","개인전"
"STRINGS.#0.TEXT_CNC_SIZE_56X56","56 x 56","56 x 56"
"STRINGS.#0.TEXT_VIDEO_SETTINGS_FOG","FOG","포그(FOG)"
"STRINGS.#0.TEXT_STRUCTURE_TITLE_CIV12","Haystack","Haystack"
"STRINGS.#0.TEXT_COMMAND_CNC_CAMERA_TO_SELECTION","Camera to Selected","Camera to Selected"
"STRINGS.#0.TEXT_SFX_RAC_SFX_AAVAIL1","A-bomb available.","A-bomb available."
"STRINGS.#0.TEXT_COMMAND_TD_GDI_BUILD_STRUCTURE_GUARD_TOWER","GDI Structure - Guard Tower","GDI Structure - Guard Tower"
"STRINGS.#0.TEXT_OPTION_AUTO","AUTO","자동"
"STRINGS.#0.TEXT_MULTIPLAYER_OFFLINE_MODS","Multiplayer features are unavailable when a mod package is enabled.","Multiplayer features are unavailable when a mod package is enabled."
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_802_TITLE","NOD &apos;99 SPECIAL OPS M1 UNLOCK REWARD","NOD &apos;99 SPECIAL OPS M1 UNLOCK REWARD"
"STRINGS.#0.TEXT_COMMAND_BEGIN_TARGETING_ABILITY_0","Activate Hero Ability","Activate Hero Ability"
"STRINGS.#0.TEXT_MUSIC_RAC_MUS_CHAOS","Chaos (Classic)","Chaos (Classic)"
"STRINGS.#0.TEXT_SFX_RAC_SFX_1OBJMET1","First objective met.","First objective met."
"STRINGS.#0.TEXT_SFX_RAR_SFX_CMDCNTR1","Command center under attck.","Command center under attck."
"STRINGS.#0.TEXT_QUICK_MATCH_RANKED_BANNED","Your teammate is currently banned from Ranked matches","팀원이 현재 랭킹 매치 참여금지 상태입니다."
"STRINGS.#0.TEXT_SFX_RAR_SFX_UNITRDY1","Unit ready.","Unit ready."
"STRINGS.#0.TEXT_GRAPHIC","Graphic Settings","그래픽 설정"
"STRINGS.#0.TEXT_NAME_MP_123_BULLSEYE","Bullseye","Bullseye"
"STRINGS.#0.TEXT_VICTORY_MODE_DESTROY_HQ_DESCRIPTION","Destroy the HQ.","사령부를 파괴합니다."
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_71_INFO","Westwood Studios sign at the location where C&amp;&amp;C was created. This sign was created in-house at Westwood by Eric Gooch. Westwood moved to a new location by the time Red Alert was created.","Westwood Studios sign at the location where C&amp;&amp;C was created. This sign was created in-house at Westwood by Eric Gooch. Westwood moved to a new location by the time Red Alert was created."
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_819_LOCK","COMPLETE Nod &apos;97 Special Ops 01","COMPLETE Nod &apos;97 Special Ops 01"
"STRINGS.#0.TEXT_VOLUME_SFX_HUD_NOTIFICATIONS","HUD Voice Notifications Volume","이벤트 및 미션 음성 알림 볼륨"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_94_INFO","Weapon prop photo against green-screen so it can be cleanly separated from the background.","Weapon prop photo against green-screen so it can be cleanly separated from the background."
"STRINGS.#0.TEXT_STRUCTURE_RA_BRIK","Concrete Wall","Concrete Wall"
"STRINGS.#0.TEXT_FACTION_GROUP_NAME_SOVIET_CAPS","SOVIET","SOVIET"
"STRINGS.#0.TEXT_SFX_RAR_SFX_SOVFAPP1","Soviet forces approaching.","Soviet forces approaching."
"STRINGS.#0.TEXT_STRUCTURE_TITLE_CIV16","Celery Field","Celery Field"
"STRINGS.#0.TEXT_CONTROLS_CAMERA01","PAN CAMERA","카메라 팬"
"STRINGS.#0.TEXT_TD_TUTORIAL_MESSAGE_9","Find the GDI base and repair it.","Find the GDI base and repair it."
"STRINGS.#0.TEXT_MULTIPLAYER_DETAILS_UNIT_COUNT_4","Moderate","Moderate"
"STRINGS.#0.TEXT_TD_TUTORIAL_MESSAGE_21","Destroy enemy village.","Destroy enemy village."
"STRINGS.#0.TEXT_MUSIC_RAC_MUS_SHUT_IT","Shut It (Classic)","Shut It (Classic)"
"STRINGS.#0.TEXT_CONTROLS_COMMUNICATION01_D","Opens the chat window to allow the player to type a message to all players in the game.","채팅 창을 열어 플레이어가 게임의 모든 플레이어를 대상으로 메시지를 입력하도록 합니다."
"STRINGS.#0.TEXT_NAME_SOVIET_CAMPAIGN4A_DESC","The Allied base in this region is proving to be problematic. Your mission is to take it out so that we can begin to move forces through this area. As long as they have communications they will be able to call upon heavy reinforcements. Crush their communications, and they should be easier to remove.","The Allied base in this region is proving to be problematic. Your mission is to take it out so that we can begin to move forces through this area. As long as they have communications they will be able to call upon heavy reinforcements. Crush their communications, and they should be easier to remove."
"STRINGS.#0.TEXT_COMMAND_RA_ALLIED_SUPERWEAPON_SONIC_PULSE","Allied Superweapon - Sonic Pulse","Allied Superweapon - Sonic Pulse"
"STRINGS.#0.TEXT_NOD_ORCA_THEFT","Orca Heist","Orca Heist"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_44_INFO","Joe Kucan as Kane, performing green-screen takes for Nod Mission 10.","Joe Kucan as Kane, performing green-screen takes for Nod Mission 10."
"STRINGS.#0.TEXT_COMMAND_CAMERA_BEACON_OFFENSIVE","Click to place an offensive ping at the location","클릭하여 공격 핑을 배치합니다."
"STRINGS.#0.TEXT_ACHIEVEMENT_TIBERIUM_HISTORIAN","Tiberium Historian","Tiberium Historian"
"STRINGS.#0.TEXT_CONTROLS_DEFAULT_LIST_ITEM_FORMAT","&lt;HTML&gt;##0: &lt;FONT COLOR=&apos;#0096E1&apos;&gt;(##1)&lt;/FONT&gt;","&lt;HTML&gt;##0: &lt;FONT COLOR=&apos;#0096E1&apos;&gt;(##1)&lt;/FONT&gt;"
"STRINGS.#0.TEXT_GAME_RULES_ORE_REGROWS","Ore Regrows","Ore Regrows"
"STRINGS.#0.TEXT_REPLAY_TITLE_FORMAT_SELECTED","&lt;HTML&gt;&lt;FONT COLOR=&apos;#FFFFFF&apos;&gt;##0&lt;/FONT&gt;&lt;FONT COLOR=&apos;#FF9600&apos;&gt;##1&lt;/FONT&gt;","&lt;HTML&gt;&lt;FONT COLOR=&apos;#FFFFFF&apos;&gt;##0&lt;/FONT&gt;&lt;FONT COLOR=&apos;#FF9600&apos;&gt;##1&lt;/FONT&gt;"
"STRINGS.#0.TEXT_SFX_TDR_SFX_NOPOWER1","Insufficient power.","Insufficient power."
"STRINGS.#0.TEXT_GAME_COMMAND_BUILD_STRUCTURE_SLOT12","Build Menu Bottom Row Button 5 (Structure)","Build Menu Bottom Row Button 5 (Structure)"
"STRINGS.#0.TEXT_OPTIONS_ENABLED","Enabled","Enabled"
"STRINGS.#0.TEXT_VIDEO_SETTINGS_HW_MOUSE","Hardware Mouse Cursor","하드웨어 마우스 커서"
"STRINGS.#0.TEXT_JURASSIC_3","Funpark 03","Funpark 03"
"STRINGS.#0.TEXT_MUSIC_TDC_MUS_MARCH_TO_DOOM","March To Doom (Classic)","March To Doom (Classic)"
"STRINGS.#0.TEXT_COMMAND_UI_HOTKEY_4","Interface Command 5","인터페이스 명령 5"
"STRINGS.#0.TEXT_VIDEO_SETTINGS_FULL_SCREEN_BORDERLESS_WINDOW","Full-Screen Borderless Window","경계선이 없는 전체화면 창"
"STRINGS.#0.TEXT_COMMAND_TD_CAPTURED_NOD_BUILD_UNIT_FLAME_THROWER","Captured Nod Infantry - Flamethrower Infantry","Captured Nod Infantry - Flamethrower Infantry"
"STRINGS.#0.TEXT_COMMAND_RA_CAPTURED_ALLIED_BUILD_UNIT_DESTROYER","Captured Allied Vehicle - Destroyer","Captured Allied Vehicle - Destroyer"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_13_LOCK","COMPLETE Restoring Power (Ukraine)","COMPLETE Restoring Power (Ukraine)"
"STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_160","detected. Head Northeast immediately","detected. Head Northeast immediately"
"STRINGS.#0.TEXT_LOADOUT","LOADOUT","로드아웃"
"STRINGS.#0.TEXT_TOOLTIP_CANCEL","Click to cancel","클릭하여 취소합니다"
"STRINGS.#0.TEXT_FACTION_BONUS_UKRAINE","Ukraine: 10% faster speed","Ukraine: 10% faster speed"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_24_INFO","Behind the scenes footage of choreographing the second Tanya interrogation scene.","Behind the scenes footage of choreographing the second Tanya interrogation scene."
"STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_187","DESTROY THE TOWN! KILL EVERYTHING!","DESTROY THE TOWN! KILL EVERYTHING!"
"STRINGS.#0.TEXT_COMMAND_CNC_INFANTRY_TAB","Infantry Tab","Infantry Tab"
"STRINGS.#0.TEXT_COMMAND_RA_ALLIED_BUILD_STRUCTURE_CONCRETE_BARRIER","Allied Structure - Concrete Wall","Allied Structure - Concrete Wall"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_126_LOCK","COMPLETE ITALY Production Disruption","COMPLETE ITALY Production Disruption"
"STRINGS.#0.TEXT_KEY_PAUSE_BREAK","Pause \ Break","일시정지 \ 휴식"
"STRINGS.#0.TEXT_SFX_TDC_SFX_EVA7","Please select another drive.","Please select another drive."
"STRINGS.#0.TEXT_CINE_TANYA1_LINE10","[CRASH]","[CRASH]"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_124_INFO","Red Alert Gap Generator background art.","Red Alert Gap Generator background art."
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_26_LOCK","COMPLETE Iron Curtain Infiltration","COMPLETE Iron Curtain Infiltration"
"STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_85","Tech center was destroyed","Tech center was destroyed"
"STRINGS.#0.TEXT_TOOLTIP_UNIT_UPKEEP_INFO","Upkeep:","Upkeep:"
"STRINGS.#0.TEXT_MUSIC_RAR_MUS_TWIN_CANNON_RETALIATION_REMIX","Twin Cannon Retaliation Remix (Remastered)","Twin Cannon Retaliation Remix (Remastered)"
"STRINGS.#0.TEXT_SFX_RAC_SFX_PULSE1","Sonar pulse available.","Sonar pulse available."
"STRINGS.#0.TEXT_CONTROLS_COMMUNICATION02_D","Opens the chat window to allow the player to type a message to players on their team.","채팅 창을 열어 플레이어가 자신의 팀에 속한 플레이어를 대상으로 메시지를 입력하도록 합니다."
"STRINGS.#0.TEXT_COMP_TAUNT_MSG8","From Computer: You humans are never a challenge!","From Computer: You humans are never a challenge!"
"STRINGS.#0.TEXT_LOADING_ENTRY8","Collect crates for bonus resources, power-ups, or units. But be cautious as certain crates might trigger an explosion trap.","Collect crates for bonus resources, power-ups, or units. But be cautious as certain crates might trigger an explosion trap."
"STRINGS.#0.TEXT_INTRO_POPUP_BODY_CUSTOMIZE_PANE","The customize pane allows you to create new units. Select your chassis type on the left and click the &quot;New Unit&quot; box. Select your desired upgrades from the list on the right. You can see the effects of your changes in the data box below. When you have the unit you like, give it a name and click SAVE above. You can add your new units to factories by clicking the box to the right of the unit. Note that each factory only supports four units, so choose wisely!","사용자 지정 창에서 새 유닛을 생성할 수 있습니다. 왼쪽에서 섀시 유형을 선택하고 &quot;새 유닛&quot; 박스를 클릭합니다. 오른쪽 목록에서 원하는 업그레이드를 선택합니다. 아래의 데이터 박스에서 변경의 효과를 볼 수 있습니다. 원하는 유닛을 갖추면 이름을 지정하고 위의 &apos;저장&apos;을 클릭합니다. 유닛 오른쪽의 박스를 클릭하여 새 유닛을 팩토리에 추가할 수 있습니다. 각 팩토리는 4개의 유닛만 지원하므로 현명하게 선택하세요!"
"STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_62","Einstein was in tech center","Einstein was in tech center"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_107_TITLE","JOHN, PORTRAIT OF A COSTUMED SOLDIER","JOHN, PORTRAIT OF A COSTUMED SOLDIER"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_11_INFO","Wendy Bagger as Morelli, performing green-screen takes for GDI Mission Stolen Property (GDI 4).","Wendy Bagger as Morelli, performing green-screen takes for GDI Mission Stolen Property (GDI 4)."
"STRINGS.#0.TEXT_SFX_RAC_SFX_TANYAF1","Tanya freed.","Tanya freed."
"STRINGS.#0.TEXT_SFX_TDR_SFX_PRIBLDG1","Primary building selected.","Primary building selected."
"STRINGS.#0.TEXT_PLAYER_LEAD","PLAYER","플레이어"
"STRINGS.#0.TEXT_RESUME","Resume","계속"
"STRINGS.#0.TEXT_LEVEL_1","ITEM SELECTION","아이템 선택"
"STRINGS.#0.TEXT_SFX_TDC_SFX_ENMYAPP1","Enemy approaching.","Enemy approaching."
"STRINGS.#0.TEXT_UNIT_DESC_GDI_ENGINEER","Captures enemy structures","Captures enemy structures"
"STRINGS.#0.TEXT_QUICK_MATCH_RANKED","RANKED","랭킹"
"STRINGS.#0.TEXT_HEAT","Heat Distortion","히트 디스토션(Heat Distortion)"
"STRINGS.#0.TEXT_CINE_NOD_11_LINE11","[CLICKS MAGAZINE INTO PLACE]","[CLICKS MAGAZINE INTO PLACE]"
"STRINGS.#0.TEXT_FILE_MANAGER_ERROR","Maximum number of files exceeded.","최대 파일 수를 초과하였습니다."
"STRINGS.#0.TEXT_VICTORY","VICTORY!","승리"
"STRINGS.#0.TEXT_NAME_MP_122_KING_OF_THE_HILLS","King of the Hills","King of the Hills"
"STRINGS.#0.TEXT_CONTROLS_UNITORDERS03","ATTACK-MOVE TO TARGET","대상 공격 이동"
"STRINGS.#0.TEXT_NAME_MP_117_FLOOD_LANDS","Flood Lands","Flood Lands"
"STRINGS.#0.TEXT_MUSIC_TDR_MUS_GDI_MAP_THEME","GDI Map Theme (Remastered)","GDI Map Theme (Remastered)"
"STRINGS.#0.TEXT_STRUCTURE_RA_QUEE","Queen Ant","Queen Ant"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_55_INFO","Behind the scenes footage of choreographing the Allied finale.","Behind the scenes footage of choreographing the Allied finale."
"STRINGS.#0.TEXT_COMMAND_TD_GDI_BUILD_STRUCTURE_ADVANCED_POWER","GDI Structure - Advanced Power Plant","GDI Structure - Advanced Power Plant"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_62_LOCK","COMPLETE Blindsided","COMPLETE Blindsided"
"STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_168","We wish freedom from the Regime!","We wish freedom from the Regime!"
"STRINGS.#0.TEXT_MUSIC_TDR_MUS_DEMOLITION","Demolition (Remastered)","Demolition (Remastered)"
"STRINGS.#0.TEXT_GAME_DETAILS_AUTHOR","Author","Author"
"STRINGS.#0.TEXT_UNIT_TITLE_CHAN","Chan","Chan"
"STRINGS.#0.TEXT_GOG_GALAXY_NOTIFICATION","Multiplayer features require being logged in to GOG Galaxy.","멀티플레이어 기능을 이용하려면 GOG Galaxy에 로그인해야 합니다."
"STRINGS.#0.TEXT_NO_MATCHES","Newer version detected. Please check for game patch.","새 버전이 확인되었습니다. 게임 패치를 확인해주십시오."
"STRINGS.#0.TEXT_STRUCTURE_TITLE_CIV2","Han&apos;s and Gretel&apos;s","Han&apos;s and Gretel&apos;s"
"STRINGS.#0.TEXT_SFX_RAR_SFX_BCT1","Battle control terminated.","Battle control terminated."
"STRINGS.#0.TEXT_TECHUPGRADES","TECH UPGRADES","기술 업그레이드"
"STRINGS.#0.TEXT_COMMAND_TOGGLE_PRODUCTION_SUBCONTEXT","Toggle Sub Production Tab","Toggle Sub Production Tab"
"STRINGS.#0.TEXT_NAME_MP_D2_ELYSIUM","Elysium","Elysium"
"STRINGS.#0.TEXT_NAME_MP_C2_ELEVATION","Elevation","Elevation"
"STRINGS.#0.TEXT_MUSIC_RAC_MUS_MILITANT_FORCE","Militant Force (Classic)","Militant Force (Classic)"
"STRINGS.#0.TEXT_MULTIPLAYER_DETAILS_TOOLTIP_ALLOW_8_PLAYERS","Allow 8 players to play on this map.","Allow 8 players to play on this map."
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_37_TITLE","A CONVERSATION ABOUT DISHONOR","A CONVERSATION ABOUT DISHONOR"
"STRINGS.#0.TEXT_PLAYER_1","PLAYER 1","플레이어 1"
"STRINGS.#0.TEXT_NAME_MP_3_LOST_ARENA","Lost Arena","Lost Arena"
"STRINGS.#0.TEXT_REPLAY_MENU_LOADED","Replay loaded, waiting for start...","리플레이가 로드되었습니다, 시작 대기 중..."
"STRINGS.#0.TEXT_COMMAND_CAMERA_BEACON_DEFENSIVE","Click to place a defensive ping at the location","클릭하여 방어 핑을 배치합니다."
"STRINGS.#0.TEXT_GAME_SETTINGS_FLASH_DAMAGE","Flash screen when taking damage","데미지를 입었을 때 화면 깜박임"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_57_LOCK","COMPLETE Lesson in Blood","COMPLETE Lesson in Blood"
"STRINGS.#0.TEXT_MULTIPLAYER","Join","멀티플레이어"
"STRINGS.#0.TEXT_STRUCTURE_RA_PDOX_DESC","Provides Chronosphere support power","Provides Chronosphere support power"
"STRINGS.#0.TEXT_COMMAND_RA_SOVIET_BUILD_STRUCTURE_AIRFIELD","Soviet Structure - Airfield","Soviet Structure - Airfield"
"STRINGS.#0.TEXT_SFX_RAR_SFX_INSTAL1","This program will install Red Alert to the following directory.","This program will install Red Alert to the following directory."
"STRINGS.#0.TEXT_PRESENCE_GAME_NAME_TIBERIAN_DAWN","C&amp;C Tiberian Dawn Remastered","C&amp;C Tiberian Dawn Remastered"
"STRINGS.#0.TEXT_GDI_FIELD_TEST_ORCA_WEST","Orcastration (Slovenia)","Orcastration (Slovenia)"
"STRINGS.#0.TEXT_TD_TUTORIAL_MESSAGE_1","Deploy MCV by clicking on it.","Deploy MCV by clicking on it."
"STRINGS.#0.TEXT_UNIT_RA_DOG","Attack Dog","Attack Dog"
"STRINGS.#0.TEXT_COMMAND_RA_CAPTURED_ALLIED_BUILD_UNIT_THIEF","Captured Allied Infantry - Thief","Captured Allied Infantry - Thief"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_1002_INFO","This is a previously unreleased track never heard before, which was another early demo for Red Alert before a final music direction was decided. Continuing in Frank’s experiments with 1950’s era sci-fi b-movie soundtracks, the idea was to put that kind of sound to a hip-hop beat and bassline. Frank composed the orchestra piece first, and then recorded the mix through a low-fi filter effect to make it sound like it was an old recording. The beat and bassline was added afterward.","This is a previously unreleased track never heard before, which was another early demo for Red Alert before a final music direction was decided. Continuing in Frank’s experiments with 1950’s era sci-fi b-movie soundtracks, the idea was to put that kind of sound to a hip-hop beat and bassline. Frank composed the orchestra piece first, and then recorded the mix through a low-fi filter effect to make it sound like it was an old recording. The beat and bassline was added afterward."
"STRINGS.#0.TEXT_COMMAND_CNC_RESIGN","Resign","Resign"
"STRINGS.#0.TEXT_UNIT_DESC_GDI_ROCKET_SOLDIER","Strong vs. Vehicles and Aircraft","Strong vs. Vehicles and Aircraft"
"STRINGS.#0.TEXT_NAME_MP_4_MAROONED_II","Marooned II","Marooned II"
"STRINGS.#0.TEXT_COMMAND_RA_CAPTURED_ALLIED_BUILD_UNIT_ARTILLERY","Captured Allied Vehicle - Artillery","Captured Allied Vehicle - Artillery"
"STRINGS.#0.TEXT_NAME_SOVIET_CAMPAIGN8B","Elba Island (South)","Elba Island (South)"
"STRINGS.#0.TEXT_COMPLIANCE_MESSAGE_17","Account in use - Your EA Account is already in use. Make sure you are not logged in on another device. See\0xA0ea.com/unable-to-connect\0xA0for additional information.","Account in use - Your EA Account is already in use. Make sure you are not logged in on another device. See\0xA0ea.com/unable-to-connect\0xA0for additional information."
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_37_LOCK","COMPLETE Any Nod Mission 04","COMPLETE Any Nod Mission 04"
"STRINGS.#0.TEXT_ENVIRONMENT","Environment","환경"
"STRINGS.#0.TEXT_GAME_SETTINGS_CONSTRAIN_CURSOR","Constrain Mouse Cursor To Game Window","커서를 게임 창으로 한정"
"STRINGS.#0.TEXT_CNC_SIZE_84X84","84 x 84","84 x 84"
"STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_37","Run for it!","Run for it!"
"STRINGS.#0.TEXT_AUTODETECT","Auto Detect","자동 감지"
"STRINGS.#0.TEXT_MUSIC_TDB_MUS_TANK_BATTLE_CO","Tank Battle (Bonus, Unlocked)","Tank Battle (Bonus, Unlocked)"
"STRINGS.#0.TEXT_TTS_SELECT_TEAM_7","team seven","team seven"
"STRINGS.#0.TEXT_DETAILS","DETAILS:","세부사항:"
"STRINGS.#0.TEXT_SFX_RAC_SFX_UNITFUL1","Unit full.","Unit full."
"STRINGS.#0.TEXT_DESC_BMH_RMG1_TEST","BMH RMG Test","BMH RMG Test"
"STRINGS.#0.TEXT_MULTIPLAYER_AI_RANDOM","AI: RANDOM","AI: 랜덤"
"STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_815_TITLE","THE VERY ICONIC DR. MOBIUS","THE VERY ICONIC DR. MOBIUS"
"STRINGS.#0.TEXT_KEY_BACKSPACE","Bksp","Backspace"
"STRINGS.#0.TEXT_NOD_CRADLE_OF_MY_TEMPLE_NORTHEAST_DESC","Establish your base, then build and defend the Temple of Nod. All GDI forces are to be destroyed. Kane has ordered you to defend the Temple at all costs, even your own life. Do not allow GDI forces to overrun you.","Establish your base, then build and defend the Temple of Nod. All GDI forces are to be destroyed. Kane has ordered you to defend the Temple at all costs, even your own life. Do not allow GDI forces to overrun you."
