ID,9,18
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_69_INFO,"Publicity shot with Dwight Okahara (Audio), Joe Bostic (Designer / Programmer), and Bill Randolph (Programmer). Joe co-created C&amp;&amp;C at Westwood, went on to form Petroglyph Games in 2003, and came full circle as the Creative Director on the C&amp;&amp;C Remaster.","Dwight Okahara (오디오), Joe Bostic (디자이너 / 프로그래머) 및 Bill Randolph (프로그래머)와 함께 홍보 촬영. Joe는 Westwood에서 C &amp; &amp; C를 공동 제작하고 2003 년 Petroglyph Games를 결성했으며 C &amp; &amp; C Remaster의 크리에이티브 디렉터로 완전한 서클이되었습니다."
STRINGS.#0.TEXT_MUSIC_RAC_MUS_TRENCHES,Trenches (Classic),트렌치 (클래식)
STRINGS.#0.TEXT_UNIT_RA_THF,Thief,도둑
STRINGS.#0.TEXT_COMMAND_GROUP_3_SELECT,Select Control Group 3,제어 그룹 3 선택
STRINGS.#0.TEXT_CONTROLS_UNITORDERS02_KEYS,Right-Click Enemy Unit or Structure,적 유닛 또는 구조물을 오른쪽 클릭
STRINGS.#0.TEXT_STRUCTURE_RA_FACT_DESC,Allows building of structures,구조물 건설 가능
STRINGS.#0.TEXT_CINE_TBRINFO1_LINE6,[EXPLOSION],[폭발]
STRINGS.#0.TEXT_SHOW_CUSTOM_MAPS,Show Custom Maps,사용자 지정지도 표시
STRINGS.#0.TEXT_SFX_RAC_SFX_TRAIN1,Training.,훈련.
STRINGS.#0.TEXT_SFX_RAC_SFX_FLARES1,Signal flare detected from the south.,남쪽에서 신호탄이 감지되었습니다.
STRINGS.#0.TEXT_CNC_SIZE_94X94,94 x 94,94x94
STRINGS.#0.TEXT_PRESET_ALL_CHAT_2,This is not looking good,이건 좋지 않아
STRINGS.#0.TEXT_OPTIONS_SAVE_GAME,Save,저장
STRINGS.#0.TEXT_DLL_LOAD_FAILED_FOUND_VERSION,Found version:,찾은 버전 :
STRINGS.#0.TEXT_CONTROLS_UNBINDABLE03,ACCELERATED CAMERA SCROLL,가속 카메라 스크롤
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_86_TITLE,THE DEATH TOLL SO FAR...,너무 먼 사망자 ...
STRINGS.#0.TEXT_WALL_PLACEMENT_INDIVIDUAL_RESOURCE_COST,##0: ##1,## 0 : ## 1
STRINGS.#0.TEXT_TTS_SELECT_COLOR_REDALERT_4,Green,초록
STRINGS.#0.TEXT_LEADERBOARD_SEASON_S6,Season 6,시즌 6
STRINGS.#0.TEXT_ECONHOTKEYS01_D,Pause construction or production of a selected structure.,선택한 구조의 건설 또는 생산을 일시 중지합니다.
STRINGS.#0.TEXT_COMMAND_RA_ALLIED_BUILD_UNIT_RADAR_JAMMER,Allied Vehicle - Radar Jammer,동맹 차량-레이더 방해 기
STRINGS.#0.TEXT_PRODUCTION_ENCYC,PRODUCTION,생산
STRINGS.#0.TEXT_SFX_RAC_SFX_OBJNRCH1,Objective not reached.,목표에 도달하지 못했습니다.
STRINGS.#0.TEXT_SFX_TDC_SFX_RIGHT16,Right.,권리.
STRINGS.#0.TEXT_LOADING,Loading...,로드 중 ...
STRINGS.#0.TEXT_COMMAND_TD_GDI_BUILD_STRUCTURE_REPAIR_FACILITY,GDI Structure - Repair Facility,GDI 구조-수리 시설
STRINGS.#0.TEXT_STRUCTURE_DESC_NOD_TURRET,Strong vs. Vehicles,강함 vs. 차량
STRINGS.#0.TEXT_PLACEMENT,PLACEMENT,놓기
STRINGS.#0.TEXT_COMMAND_RA_ALLIED_BUILD_STRUCTURE_WAR_FACTORY,Allied Structure - Factory,연합군 구조-공장
STRINGS.#0.TEXT_GAMESETTINGS,GAME SETTINGS,게임 설정
STRINGS.#0.TEXT_TTS_SELECT_COLOR_1,Gold,금
STRINGS.#0.TEXT_COMMAND_CNC_SELECT_ALL_VISIBLE_UNITS,Select All Visible Units,모든 보이는 단위 선택
STRINGS.#0.TEXT_STRUCTURE_RA_DOMF,Radar Dome,레이더 돔
STRINGS.#0.TEXT_SCORE_BUILDINGS_LOST_HEADER,BUILDINGS LOST:,건물 손실 :
STRINGS.#0.TEXT_SAVE_LOAD_SAVING_MESSAGE,Saving game...,게임 저장 중 ...
STRINGS.#0.TEXT_STRUCTURE_TITLE_CIV26,Prestor John&apos;s House,존스 하우스 프레스 터
STRINGS.#0.TEXT_SFX_RAC_SFX_UNITREP1,Unit repaired.,장치가 수리되었습니다.
STRINGS.#0.TEXT_CONTROLS_UNITORDERS04_D,Cancels any preexisting commands to move or attack.,이동 또는 공격에 대한 기존 명령을 취소합니다.
STRINGS.#0.TEXT_COMMAND_CNC_TOGGLE_BEACON_MODE,Toggle Beacon Mode,비콘 모드 전환
STRINGS.#0.TEXT_UNIT_RA_SHOK_DESC,Strong vs. Infantry,강한 대 보병
STRINGS.#0.TEXT_WAITING,WAITING,기다리는
STRINGS.#0.TEXT_OBSERVER_MODE_OBSERVER_DELAY,OBSERVER DELAY:,관찰자 지연 :
STRINGS.#0.TEXT_COMMAND_GET_CAMERA_LOCATION_8,Go To Camera Location 8,카메라 위치 8로 이동
STRINGS.#0.TEXT_GAME_SETTINGS_UNIT_QUEUEING_ON,On,의 위에
STRINGS.#0.TEXT_COVERT_NOD_CAMPAIGN_8,Nod Death Squad,Nod Death Squad
STRINGS.#0.TEXT_COMPLIANCE_MESSAGE_7,Missing add-on or content.,추가 기능 또는 콘텐츠가 없습니다.
STRINGS.#0.TEXT_COMMAND_RA_ALLIED_BUILD_UNIT_MOBILE_GAP_GENERATOR,Allied Vehicle - Mobile Gap Generator,동맹 차량-모바일 갭 생성기
STRINGS.#0.TEXT_DESC_AI_COMBAT_BLANK,TEST AI COMBAT,AI 전투 테스트
STRINGS.#0.TEXT_UI_META_CHASSIS_HEAVYVEHICLE_BASE_NAME,HeavyVehicle,HeavyVehicle
STRINGS.#0.TEXT_NAME_MP_G5_SWITCH,Switch,스위치
STRINGS.#0.TEXT_NAME_MP_I1_ICE_STATION,Ice Station,아이스 스테이션
STRINGS.#0.TEXT_COMMAND_PUSH_TO_TALK,Push-To-Talk,푸쉬 투톡
STRINGS.#0.TEXT_UNIT_TITLE_NOD_HELICOPTER,Attack Helicopter,공격 헬리콥터
STRINGS.#0.TEXT_SFX_RAC_SFX_AARRIVW1,Allied reinforcements have arrived from the west.,연합군 지원군이 서쪽에서 도착했습니다.
STRINGS.#0.TEXT_ID_GAME_SPEED_7,Faster,더 빠르게
STRINGS.#0.TEXT_REPLAY_TRANSMISSION,REPLAY TRANSMISSION,재생 전송
STRINGS.#0.TEXT_QUICK_MATCH_VS,VS,VS
STRINGS.#0.TEXT_RESEARCH_POINT_AWARD_ECON,ECONOMY BONUS,경제 보너스
STRINGS.#0.TEXT_CINE_INSTALLER_LINE4,[REJECTING WARHEAD],[탄두 거부]
STRINGS.#0.TEXT_NAME_MP_109_PIGRIM_FATHERS_2,Pilgrim Fathers 2,순례자 아버지 2
STRINGS.#0.TEXT_CINE_ALLIEND_LINE19,[MOANING AND GRUMBLING],[신음과 불평]
STRINGS.#0.TEXT_MULTIPLAYER_RULES_MODERN_BALANCE_TOOLTIP_TD,"Toggle modern balance rules for the match including: Increased GDI Weapons Factory health, Normalized Nod Cargo Plane delivery time, and Repair Facility required to build APCs.","GDI 무기 공장 체력 증가, Nod 화물기 배달 시간, APC 구축에 필요한 수리 시설 등 경기에 대한 최신 균형 규칙을 전환합니다."
STRINGS.#0.TEXT_SFX_TDC_SFX_BATLCON1,Battle control terminated.,전투 통제가 종료되었습니다.
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_69_TITLE,WESTWOOD STUDIOS: THE BACK,WESTWOOD STUDIOS : 뒤
STRINGS.#0.TEXT_NOD_PRISONBREAK_EAST,Friends of the Brotherhood (Sudan East),형제단의 친구들 (수단 동부)
STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_178,Locate &amp;&amp; evacuate with the transport.,&amp; &amp; 수송기로 대피하십시오.
STRINGS.#0.TEXT_CINE_PROLOG_LINE8,[WHISTLING],[휘파람]
STRINGS.#0.TEXT_CNC_RA_ECONOMIC_CAPACITY,ORE: ##0 / ##1,오어 : ## 0 / ## 1
STRINGS.#0.TEXT_GAMETYPE_BASES_OFF,Bases Off,기지 끄기
STRINGS.#0.TEXT_STRUCTURE_RA_FACF,Construction Yard,건설 야드
STRINGS.#0.TEXT_CONTROLS_UNITORDERS05_D,Issues a movement order for the selected unit to move to the destinations in the order clicked.,선택한 유닛이 클릭 한 순서대로 목적지로 이동하도록 이동 명령을 내립니다.
STRINGS.#0.TEXT_GDI_FISH_IN_A_BARREL_DESC,We have learned the path of evacuating Nod forces. They are moving through this valley. Cut them off so that they can&apos;t rejoin the main force. Attack and destroy all the vehicles in the Nod convoy.,우리는 Nod 군대를 대피시키는 길을 배웠습니다. 그들은이 계곡을 통과하고 있습니다. 주력에 다시 합류 할 수 없도록 잘라냅니다. Nod 호송대의 모든 차량을 공격하고 파괴하십시오.
STRINGS.#0.TEXT_ARMOR_DAMAGE_TABLE_EVEN,EVEN,조차
STRINGS.#0.TEXT_TOOLTIP_GAME_SETTINGS_TOOLTIP_ADVANCED,Change the pop-up speed for detailed tooltips,자세한 툴팁에 대한 팝업 속도 변경
STRINGS.#0.TEXT_NOD_REINFORCE_EGYPT_DESC,"GDI is attempting to retake Egypt. Use every available resource in your efforts to stop them. The populace has once again swayed in support of GDI forces, so show no mercy in dealing with the villagers.",GDI는 이집트를 되 찾으려고합니다. 사용 가능한 모든 자원을 사용하여이를 막으십시오. 국민들은 다시 한번 GDI 군을지지하기 위해 흔들 렸으므로 마을 사람들을 대하는 데 자비를 보이지 마십시오.
STRINGS.#0.TEXT_STRUCTURES,Structures,구조
STRINGS.#0.TEXT_NAME_ALLIED_CAMPAIGN23,SIBERIA: Personal War,시베리아 : 개인 전쟁
STRINGS.#0.TEXT_SFX_RAC_SFX_EXISTS1,The directory you have selected already exists.  Do you wish to continue installing to this directory.,선택한 디렉토리가 이미 존재합니다. 이 디렉토리에 계속 설치 하시겠습니까?
STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_125,Bring down the Allied communications.,연합군 통신을 중단하십시오.
STRINGS.#0.TEXT_VOLUME_SFX_GAMEPLAY,Gameplay SFX Volume,게임 플레이 SFX 볼륨
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_820_LOCK,COMPLETE Nod &apos;97 Special Ops 02,Nod '97 Special Ops 02 완료
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_48_INFO,Behind the scenes footage of choreographing the Allied Mission No Remorse (Allies 14) briefing.,Allied Mission No Remorse (Allies 14) 브리핑 안무 비하인드 장면.
STRINGS.#0.TEXT_KEY_MIDDLE_MOUSE_BUTTON,MMB,MMB
STRINGS.#0.TEXT_MUSIC_JUKEBOX_BUTTON_TOOLTIP,Activate Music Jukebox Playlist Editor,Music Jukebox Playlist Editor 활성화
STRINGS.#0.TEXT_GAME_OPTIONS_BUTTON_ACCESSIBILITY,Accessibility,접근성
STRINGS.#0.TEXT_FACTION_BONUS_ENGLAND,England: 10% more armor,영국 : 방어력 10 % 증가
STRINGS.#0.TEXT_ACHIEVEMENT_DESTROY_THE_ROBOT_OVERLORDS,Destroy the Robot Overlords,로봇 대 군주 파괴
STRINGS.#0.TEXT_MUSIC_RAC_MUS_THE_SECOND_HAND,The Second Hand (Classic),초침 (클래식)
STRINGS.#0.TEXT_CINE_ALLIED12_LINE1,[STATIC],[공전]
STRINGS.#0.TEXT_AUDIO_OPTIONS_ASSETS_CLASSIC,"Classic Music, Sound","클래식 음악, 사운드"
STRINGS.#0.TEXT_AUDIO_VOLUME_REDUCED_DURING_VOICE_CHAT,LOWER OTHER AUDIO VOLUME DURING VOICE CHAT,음성 채팅 중 다른 오디오 볼륨 낮추기
STRINGS.#0.TEXT_QUICK_MATCH_2V2,2V2,2V2
STRINGS.#0.TEXT_CINE_INSTALLER_LINE11,"[OPTIMAL HARDWARE FOUND, PROCEEDING WITH SOUND TEST]","[최적 하드웨어 발견, 사운드 테스트 진행 중]"
STRINGS.#0.TEXT_OPTIONS_AUDIO_MUSIC,Music,음악
STRINGS.#0.TEXT_CONTROLS_UNITORDERS06_D,Issues an order for the selected unit to not attack.,선택한 유닛이 공격하지 않도록 명령합니다.
STRINGS.#0.TEXT_GAME_NAME,Game Name:,게임 명 :
STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_27,Capture all Tech centers,모든 기술 센터 캡처
STRINGS.#0.TEXT_JUKEBOX_PREV_TRACK_BUTTON_TOOLTIP,"If the Music Jukebox Player is active with a playlist, skip to Previous Track",Music Jukebox Player가 재생 목록과 함께 활성화 된 경우 이전 트랙으로 건너 뜁니다.
STRINGS.#0.TEXT_NAME_MP_129_ALASKA_ANARCHY,Alaska Anarchy,알래스카 무정부 상태
STRINGS.#0.TEXT_LOADOUT_DESCRIPTION,"This is the cash, units, and structures that you start each mission with.","이것은 각 미션을 시작하는 현금, 유닛 및 구조물입니다."
STRINGS.#0.TEXT_COMMAND_QUEUE_HOLD_POSITION,Queue Hold Position,대기열 보류 위치
STRINGS.#0.TEXT_JUKEBOX_NOTIFY_PLAYBACK_ACTIVE_DURING_TACTICAL,Please note: Your custom jukebox music playlist will be played during your upcoming battles.,참고 : 사용자 지정 주크 박스 음악 재생 목록은 다가오는 전투 중에 재생됩니다.
STRINGS.#0.TEXT_SFX_TDR_SFX_NOD_SLCT,Brotherhood of NOD selected.,NOD의 형제단이 선택되었습니다.
STRINGS.#0.TEXT_OBSERVE_MATCH_PENDING,Pending...,보류 중 ...
STRINGS.#0.TEXT_START_BUTTON,Start,스타트
STRINGS.#0.TEXT_COMMUNITY_MAPS,Community Maps,커뮤니티지도
STRINGS.#0.TEXT_PARTICLE_DETAIL,Particle Detail,입자 세부 정보
STRINGS.#0.TEXT_NAME_MP_9_MOOSEHEAD_BARRENS,Moosehead Barrens,무스 헤드 불모의 땅
STRINGS.#0.TEXT_NAME_SOVIET_CAMPAIGN6B_DESC,"There is a special cargo that needs to be transported to a nearby Soviet base in the northeast. Make sure the trucks reach their destination intact. Along the way, there is a bridge which the Allies may have destroyed. If so, use the Naval options at your disposal. Our attack subs will make short work of any Allied boats you discover.",북동쪽에있는 근처 소련 기지로 운송해야하는 특수화물이 있습니다. 트럭이 목적지에 그대로 도달하는지 확인하십시오. 길을 따라 연합군이 파괴했을 수도있는 다리가 있습니다. 그렇다면 해군 옵션을 사용하십시오. 우리의 공격 잠수함은 당신이 발견 한 연합군 보트를 짧게 만들 것입니다.
STRINGS.#0.TEXT_COMMAND_RA_ALLIED_BUILD_STRUCTURE_FAKE_CONSTRUCTION_YARD,Allied Structure - Fake Construction Yard,연합군 구조-가짜 건설 야드
STRINGS.#0.TEXT_UI_META_SUPPORT_SOCKET_TYPE,Support,지원하다
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_67_INFO,Erik Yeo (Designer) in costume as a C&amp;&amp;C soldier.,C &amp; &amp; C 군인 복장을 한여 에릭 (디자이너).
STRINGS.#0.TEXT_TOOLTIP_VIDEO_SETTINGS,Click to adjust video settings,비디오 설정을 조정하려면 클릭하십시오
STRINGS.#0.TEXT_MULTIPLAYER_DETAILS_SHROUD_REGROWS,Shroud Regrows,슈라우드 재성장
STRINGS.#0.TEXT_CINE_ALLIED6_LINE14,[CLICK],[딸깍 하는 소리]
STRINGS.#0.TEXT_CONTROLS_UNITORDERS02_D,Issues an order for the selected unit to attack an enemy unit or structure.,선택한 유닛이 적 유닛이나 구조물을 공격하라는 명령을 내립니다.
STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_23,INCOMING TRANSMISSION,수신 전송
STRINGS.#0.TEXT_UI_META_UNIT_DESIGNER_STATS_ARMOR_TYPE,ARMOR TYPE:,갑옷 유형 :
STRINGS.#0.TEXT_KEY_HOME,Home,집
STRINGS.#0.TEXT_NAME_MP_J6_TRAFALGAR,Trafalgar,트라팔가
STRINGS.#0.TEXT_RELAUNCH_NECESSARY_DESCRIPTION,Windows 32 bit memory fragmentation detected. Please relaunch game.,Windows 32 비트 메모리 조각화가 감지되었습니다. 게임을 다시 시작하세요.
STRINGS.#0.TEXT_GDI_EVACUATE_DELPHI_DESC,"Intelligence operative, code-name Delphi, has info on Kane and a new bio-research laboratory. After landing on the beach here in Corinth move north to make contact with him. Nod will attempt to stop you. You must reach Delphi!",정보 요원 코드 명 델파이는 케인과 새로운 생물 연구 실험실에 대한 정보를 가지고 있습니다. 여기 코린트 해변에 착륙 한 후 북쪽으로 이동하여 그와 접촉하십시오. Nod는 당신을 막으려 고 할 것입니다. Delphi에 도달해야합니다!
STRINGS.#0.TEXT_SEND,SEND,보내다
STRINGS.#0.TEXT_ASSIGN,ASSIGN,양수인
STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_121,Signal for reinforcements,증원 신호
STRINGS.#0.TEXT_COMMAND_TD_NOD_BUILD_STRUCTURE_OBELISK_OF_LIGHT,Nod Structure - Obelisk of Light,Nod Structure-빛의 오벨리스크
STRINGS.#0.TEXT_NAME_ALLIED_CAMPAIGN27,SIBERIA: Trapped,시베리아 : 덫
STRINGS.#0.TEXT_COMMAND_RA_CAPTURED_SOVIET_BUILD_UNIT_TESLA_TANK,Captured Soviet Vehicle - Tesla Tank,점령 된 소련 전차-테슬라 탱크
STRINGS.#0.TEXT_GAME_SETTINGS_CLICK_MOVE,Enable hold click move,보류 클릭 이동 사용
STRINGS.#0.TEXT_CONTROLS_UNITORDERS03_D,Issues a movement order for the selected unit to move to a destination attacking any enemies along the way.,선택한 유닛이 길을 따라 적을 공격하는 목적지로 이동하도록 이동 명령을 내립니다.
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_52_INFO,Behind the scenes footage of choreographing the Allied Mission No Remorse (Allies 14) briefing.,Allied Mission No Remorse (Allies 14) 브리핑 안무 비하인드 장면.
STRINGS.#0.TEXT_COMMAND_TOGGLE_HEALTH,Show/Hide Health Bars,건강 표시 줄 표시 / 숨기기
STRINGS.#0.TEXT_LEADERBOARD_SEASON_S20,Season 20,시즌 20
STRINGS.#0.TEXT_FINDPLAYER,FIND PLAYER,선수 찾기
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_80_LOCK,COMPLETE Funpark 04,완전한 Funpark 04
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_65_LOCK,COMPLETE Elemental Imperative,원소 명령 완료
STRINGS.#0.TEXT_COMMAND_RA_ALLIED_BUILD_STRUCTURE_ANTI_AIRCRAFT_GUN,Allied Structure - Anti-Aircraft Gun,연합군 구조-대공포
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_129_TITLE,SURVEYING THE LANDSCAPE...,풍경 조사 ...
STRINGS.#0.TEXT_SAVE_LOAD_LOADING_MESSAGE,Loading game...,게임로드 중 ...
STRINGS.#0.TEXT_GDI_REPAIR_THE_GDI_BASE_GERMANY_B_DESC,"A GDI field base is under attack. They have fended off one attack but will not survive another. Move to the base, repair the structures and then launch a strike force to destroy the Nod base in the area. Destroy all Nod units and structures.",GDI 필드 기지가 공격을 받고 있습니다. 그들은 하나의 공격을 막았지만 다른 공격에서 살아남지 못할 것입니다. 기지로 이동하여 구조물을 수리 한 다음 공격 군을 발사하여 해당 지역의 Nod 기지를 파괴하십시오. 모든 Nod 유닛과 구조물을 파괴하십시오.
STRINGS.#0.TEXT_GDI_LEVEL_BIO_RESEARCH_LAB_B_DESC,Delphi&apos;s info has been decoded and Kane has been found. He is overseeing experiments at a Bio-research facility in this area. Destroy facility while we have him cornered. Build an Advanced Communications center to access the new Ion Cannon. It will greatly assist you in your objective.,델파이의 정보가 해독되었고 케인이 발견되었습니다. 그는이 분야의 생물 연구 시설에서 실험을 감독하고 있습니다. 그가 코너에 들어가는 동안 시설을 파괴하십시오. 새로운 Ion Cannon에 액세스 할 수있는 고급 커뮤니케이션 센터를 건설하십시오. 그것은 당신의 목표에 크게 도움이 될 것입니다.
STRINGS.#0.TEXT_QUICKMATCH_LEAVE_QUEUE,Leave Queue,대기열에서 나가기
STRINGS.#0.TEXT_BUTTON_CAPS_SKIP,SKIP,건너 뛰기
STRINGS.#0.TEXT_REPLAY_TIME_FORMAT,##0 / ##1,## 0 / ## 1
STRINGS.#0.TEXT_SFX_RAR_SFX_REINFOR1,Reinforcements have arrived.,지원군이 도착했습니다.
STRINGS.#0.TEXT_NAME_SOVIET_CAMPAIGN48,SPAIN: Grunyev Revolution,스페인 : 그 루니 예프 혁명
STRINGS.#0.TEXT_COMMAND_CNC_GO_TO_MAP_LOCATION_BOOKMARK_2,Go to Map Location Bookmark 2,지도 위치 북마크 2로 이동
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_107_INFO,John Archer in costume as an Allied soldier for Red Alert. John was a QA tester and recruited for this shot.,레드 얼럿의 연합군으로 의상을 입은 존 아처. John은 QA 테스터였으며이 장면을 위해 채용되었습니다.
STRINGS.#0.TEXT_HARVESTER_BUTTON_TOOLTIP,"Cycle the camera to each harvester, or the last damaged harvester",카메라를 각 수확기 또는 마지막으로 손상된 수확기로 순환
STRINGS.#0.TEXT_VIDEO,Video,비디오
STRINGS.#0.TEXT_ID_GAME_SPEED_3,Slow,느린
STRINGS.#0.TEXT_TOOLTIP_NOTIFICATIONS_VOLUME,Adjusts the event &amp;&amp; mission voice notifications volume,이벤트 조정 &amp; &amp; 임무 음성 알림 볼륨
STRINGS.#0.TEXT_CINE_NOD_END1_LINE3,[EXPLOSIONS],[해설]
STRINGS.#0.TEXT_OFFICIAL_EA_MESSAGE_DISABLED,"This EA account is restricted from accessing any online features. If you believe you have received this message in error, please contact customer support. See\0xA0ea.com/unable-to-connect\0xA0for additional information.",이 EA 계정은 온라인 기능에 대한 액세스가 제한됩니다. 이 메시지가 잘못 수신되었다고 생각되면 고객 지원에 문의하십시오. 자세한 내용은 \ 0xA0ea.com/unable-to-connect \ 0xA0을 참조하십시오.
STRINGS.#0.TEXT_MUSIC_RAC_MUS_RUN,Run (Classic),실행 (클래식)
STRINGS.#0.TEXT_TUTORIAL_HEADING_SELECTION,SELECTION AND GIVING ORDERS,선택 및 명령
STRINGS.#0.TEXT_AI_DIFFICULTY_SETTING_RANDOM,Random,랜덤
STRINGS.#0.TEXT_CONTROLS_UNITORDERS01_D,Issues a movement order for the selected unit to move to the destination.,선택한 유닛이 목적지로 이동하기 위해 이동 명령을 내립니다.
STRINGS.#0.TEXT_GAME_TIMER,SHOW GAME TIMER,게임 타이머보기
STRINGS.#0.TEXT_HOST_ERROR_RESULT_INVALID_SESSION_ID,Invalid session ID,잘못된 세션 ID
STRINGS.#0.TEXT_NAME_MP_89_RETURN_TO_ZION,Return to Zion,시온으로 돌아 가기
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_1007_LOCK,COMPLETE Guard Duty,완벽한 가드 의무
STRINGS.#0.TEXT_UI_META_UNIT_DESIGNER_SAVE_BUTTON,SAVE,저장
STRINGS.#0.TEXT_COMMAND_RA_CAPTURED_SOVIET_BUILD_UNIT_ANTI_PERSONNEL_MINELAYER,Captured Soviet Vehicle - Anti-Personnel Minelayer,점령 된 소련 차량-대인 광산 층
STRINGS.#0.TEXT_AI_TAKEOVER,##0 has disconnected and will now be controlled by AI,## 0의 연결이 끊어졌으며 이제 AI에 의해 제어됩니다.
STRINGS.#0.TEXT_MUSIC_TDC_MUS_WE_WILL_STOP_THEM_DECEPTION,We Will Stop Them / Deception (Classic),우리는 그들을 막을 것입니다 / 속임수 (클래식)
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_1005_INFO,"This is a previously unreleased track never heard before, which was written during development of the Red Alert expansion Aftermath. Likely not considered as strong as the others that made the cut, but still grooves with a bit of that 90’s euro style thrown in.","이것은 이전에 들어 본 적이없는 이전에 출시되지 않은 트랙으로, Red Alert 확장팩 Aftermath를 개발하는 동안 작성되었습니다. 컷을 만든 다른 것만 큼 강하지는 않지만 90 년대의 유로 스타일이 약간 들어간 홈이 있습니다."
STRINGS.#0.TEXT_ACHIEVEMENT_HIGH_ANXIETY_DESC,Collectively build 500 Aircraft across all sessions in Tiberian Dawn and Red Alert,Tiberian Dawn 및 Red Alert의 모든 세션에서 500 대의 항공기를 모으십시오.
STRINGS.#0.TEXT_COMMAND_RA_ALLIED_BUILD_STRUCTURE_SANDBAG_BARRIER,Allied Structure - Sandbag Barrier,연합군 구조-샌드백 배리어
STRINGS.#0.TEXT_TOOLTIP_BUILD_FORMAT,Build ##0,빌드 ## 0
STRINGS.#0.TEXT_PASSWORD,Password:,암호:
STRINGS.#0.TEXT_MULTIPLAYER_SORT_OFFICIAL,Official,공무원
STRINGS.#0.TEXT_CONTROLS_COMMUNICATION01,BEGIN CHAT MESSAGE TO ALL,모두에게 채팅 메시지 시작
STRINGS.#0.TEXT_INTRO_POPUP_HEADER_TECHTREE_PANE,TECH TREE PANE,테크 트리 패널
STRINGS.#0.TEXT_CINE_TANYA2_LINE7,[SOUNDS OF STRUGGLE],[싸움의 소리]
STRINGS.#0.TEXT_UNIT_RA_DD,Destroyer,파괴자
STRINGS.#0.TEXT_GDI_DESTROY_THE_BASTARD_A,Temple Strike (Sarajevo West),템플 스트라이크 (사라예보 웨스트)
STRINGS.#0.TEXT_QUICKMATCH_LEADERBOARD_PLAYER_SEARCH_HEADER,Player Search,플레이어 검색
STRINGS.#0.TEXT_COMMAND_TD_CAPTURED_NOD_BUILD_STRUCTURE_TEMPLE_OF_NOD,Captured Nod Structure - Temple of Nod,캡처 된 Nod 구조-Nod 사원
STRINGS.#0.TEXT_COMMAND_REPAIR_SELECTED_OBJECTS,Repair Selected Structure(s),선택한 구조 복구
STRINGS.#0.TEXT_MUSIC_TDB_MUS_SLAVE_TO_THE_SYSTEM_FKTS,Slave To the System – Tiberian Sons (Bonus),시스템에 대한 노예 – Tiberian Sons (보너스)
STRINGS.#0.TEXT_SAVE_REPLAY,SAVE REPLAY,재생 저장
STRINGS.#0.TEXT_COMMAND_TOGGLE_EXPANDED_PLAYER_LIST,Toggle all players display,모든 플레이어 표시 전환
STRINGS.#0.TEXT_COMMAND_GROUP_3_ASSIGN,Assign Control Group 3,제어 그룹 3 지정
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_122_TITLE,CONSEQUENCES OF TIME TRAVEL,시간 여행의 결과
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_TD_ENTRY_92_TITLE,ASSIMILATE OUR HISTORY,우리의 역사를 모으십시오
STRINGS.#0.TEXT_COMPLIANCE_MESSAGE_3,"This EA account is restricted from accessing any online features. If you believe you have received this message in error, please contact customer support. See\0xA0ea.com/unable-to-connect\0xA0for additional information.",이 EA 계정은 온라인 기능에 대한 액세스가 제한됩니다. 이 메시지가 잘못 수신되었다고 생각되면 고객 지원에 문의하십시오. 자세한 내용은 \ 0xA0ea.com/unable-to-connect \ 0xA0을 참조하십시오.
STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_99,Objective Failed.  Stavros has escaped.,목표 실패. 스타 브로스가 탈출했습니다.
STRINGS.#0.TEXT_BONUS_CONTENT_CNC_RA_ENTRY_105_LOCK,COMPLETE GREECE Controlled Burn,완전한 그리스 제어 화상
STRINGS.#0.TEXT_MULTIPLAYER_SCORE_DEBRIEF_TEAM_NUMBER_WINS_FORMATTED,Team ##0 Wins!,팀 ## 0 승리!
STRINGS.#0.TEXT_RA_TUTORIAL_MESSAGE_174,here to insure that &quot;ALL&quot; of the enemy,여기에서 & quot; 모두 & quot; 적의
